kpn,log_level,platform,mapping,trace,type,design_centering.perturbation.perturbation_type,passed,threshold,representation,random_seed
hog,ERROR,exynos,"[2, 4, 2, 1, 4, 0, 0, 1, 3, 5]",slx_default,rand,representation,60.0,1284ms,MetricSpaceEmbedding,3
hog,ERROR,exynos,"[5, 5, 4, 1, 5, 5, 2, 6, 5, 7]",slx_default,rand,representation,90.0,1284ms,MetricSpaceEmbedding,3
hog,ERROR,exynos,"[1, 6, 4, 0, 5, 1, 4, 4, 4, 4]",slx_default,rand,representation,100.0,1284ms,MetricSpaceEmbedding,3
hog,ERROR,exynos,"[7, 5, 2, 7, 0, 4, 1, 2, 3, 1]",slx_default,rand,representation,50.0,1284ms,MetricSpaceEmbedding,3
hog,ERROR,exynos,"[3, 2, 6, 1, 5, 4, 0, 6, 1, 5]",slx_default,rand,representation,80.0,1284ms,MetricSpaceEmbedding,3
hog,ERROR,exynos,"[0, 0, 3, 3, 7, 7, 7, 6, 3, 5]",slx_default,rand,representation,80.0,1284ms,MetricSpaceEmbedding,3
hog,ERROR,exynos,"[6, 6, 2, 3, 0, 0, 4, 1, 7, 1]",slx_default,rand,representation,40.0,1284ms,MetricSpaceEmbedding,3
hog,ERROR,exynos,"[2, 7, 3, 7, 5, 4, 7, 4, 7, 1]",slx_default,rand,representation,100.0,1284ms,MetricSpaceEmbedding,3
hog,ERROR,exynos,"[6, 5, 2, 3, 2, 6, 7, 2, 1, 7]",slx_default,rand,representation,50.0,1284ms,MetricSpaceEmbedding,3
hog,ERROR,exynos,"[5, 4, 6, 5, 6, 3, 5, 2, 1, 6]",slx_default,rand,representation,100.0,1284ms,MetricSpaceEmbedding,3
hog,ERROR,exynos,"[1, 6, 5, 1, 5, 2, 4, 4, 2, 6]",slx_default,center,representation,100.0,1284ms,SimpleVector,2
hog,ERROR,exynos,"[3, 7, 4, 1, 3, 5, 5, 6, 4, 1]",slx_default,rand,representation,100.0,1284ms,SimpleVector,2
hog,ERROR,exynos,"[4, 7, 2, 4, 3, 2, 7, 5, 2, 7]",slx_default,rand,representation,100.0,1284ms,SimpleVector,2
hog,ERROR,exynos,"[6, 2, 0, 7, 5, 1, 5, 4, 0, 1]",slx_default,rand,representation,80.0,1284ms,SimpleVector,2
hog,ERROR,exynos,"[6, 0, 2, 1, 3, 4, 6, 7, 4, 2]",slx_default,rand,representation,90.0,1284ms,SimpleVector,2
hog,ERROR,exynos,"[5, 0, 3, 1, 5, 6, 1, 6, 7, 4]",slx_default,rand,representation,50.0,1284ms,SimpleVector,2
hog,ERROR,exynos,"[7, 6, 7, 4, 7, 3, 7, 6, 6, 6]",slx_default,rand,representation,90.0,1284ms,SimpleVector,2
hog,ERROR,exynos,"[7, 3, 6, 1, 2, 4, 2, 6, 1, 7]",slx_default,rand,representation,60.0,1284ms,SimpleVector,2
hog,ERROR,exynos,"[2, 1, 3, 6, 3, 6, 6, 5, 7, 1]",slx_default,rand,representation,90.0,1284ms,SimpleVector,2
hog,ERROR,exynos,"[1, 2, 6, 6, 6, 3, 1, 0, 6, 0]",slx_default,rand,representation,70.0,1284ms,SimpleVector,2
hog,ERROR,exynos,"[2, 5, 5, 3, 3, 3, 0, 5, 2, 4]",slx_default,rand,representation,100.0,1284ms,SimpleVector,2
hog,ERROR,exynos,"[5, 4, 7, 6, 4, 7, 2, 2, 5, 5]",slx_default,center,representation,90.0,1284ms,MetricSpaceEmbedding,8
hog,ERROR,exynos,"[0, 6, 1, 3, 0, 3, 4, 6, 0, 2]",slx_default,rand,representation,50.0,1284ms,MetricSpaceEmbedding,8
hog,ERROR,exynos,"[5, 2, 0, 2, 0, 1, 7, 1, 1, 3]",slx_default,rand,representation,10.0,1284ms,MetricSpaceEmbedding,8
hog,ERROR,exynos,"[4, 2, 3, 1, 4, 3, 4, 5, 6, 3]",slx_default,rand,representation,100.0,1284ms,MetricSpaceEmbedding,8
hog,ERROR,exynos,"[4, 4, 7, 4, 5, 2, 0, 5, 0, 4]",slx_default,rand,representation,100.0,1284ms,MetricSpaceEmbedding,8
hog,ERROR,exynos,"[3, 5, 3, 4, 4, 5, 0, 6, 6, 0]",slx_default,rand,representation,80.0,1284ms,MetricSpaceEmbedding,8
hog,ERROR,exynos,"[6, 0, 0, 0, 2, 2, 2, 5, 2, 0]",slx_default,rand,representation,10.0,1284ms,MetricSpaceEmbedding,8
hog,ERROR,exynos,"[4, 4, 1, 6, 5, 0, 3, 1, 6, 5]",slx_default,rand,representation,100.0,1284ms,MetricSpaceEmbedding,8
hog,ERROR,exynos,"[7, 6, 7, 0, 4, 4, 4, 4, 5, 3]",slx_default,rand,representation,70.0,1284ms,MetricSpaceEmbedding,8
hog,ERROR,exynos,"[3, 5, 7, 2, 0, 7, 4, 4, 2, 4]",slx_default,rand,representation,90.0,1284ms,MetricSpaceEmbedding,8
hog,ERROR,exynos,"[4, 3, 7, 1, 1, 0, 2, 7, 5, 5]",slx_default,rand,representation,40.0,1284ms,MetricSpaceEmbedding,8
hog,ERROR,exynos,"[5, 4, 2, 7, 6, 4, 7, 7, 5, 5]",slx_default,center,classic,100.0,1070ms,MetricSpaceEmbedding,5
hog,ERROR,exynos,"[5, 7, 6, 3, 4, 5, 4, 1, 5, 4]",slx_default,rand,classic,90.0,1070ms,MetricSpaceEmbedding,5
hog,ERROR,exynos,"[2, 6, 7, 3, 2, 0, 5, 2, 0, 5]",slx_default,rand,classic,80.0,1070ms,MetricSpaceEmbedding,5
hog,ERROR,exynos,"[7, 6, 2, 0, 2, 2, 6, 1, 4, 5]",slx_default,rand,classic,20.0,1070ms,MetricSpaceEmbedding,5
hog,ERROR,exynos,"[1, 6, 3, 1, 1, 4, 7, 4, 5, 3]",slx_default,rand,classic,0.0,1070ms,MetricSpaceEmbedding,5
hog,ERROR,exynos,"[4, 4, 3, 2, 4, 1, 5, 0, 4, 0]",slx_default,rand,classic,30.0,1070ms,MetricSpaceEmbedding,5
hog,ERROR,exynos,"[3, 4, 2, 2, 0, 2, 6, 5, 0, 4]",slx_default,rand,classic,10.0,1070ms,MetricSpaceEmbedding,5
hog,ERROR,exynos,"[6, 4, 0, 0, 1, 3, 3, 6, 6, 7]",slx_default,rand,classic,0.0,1070ms,MetricSpaceEmbedding,5
hog,ERROR,exynos,"[6, 5, 3, 6, 0, 7, 2, 4, 7, 5]",slx_default,rand,classic,100.0,1070ms,MetricSpaceEmbedding,5
hog,ERROR,exynos,"[2, 3, 5, 5, 6, 7, 2, 3, 3, 3]",slx_default,rand,classic,0.0,1070ms,MetricSpaceEmbedding,5
hog,ERROR,exynos,"[2, 4, 0, 0, 4, 0, 2, 0, 0, 1]",slx_default,rand,classic,80.0,1070ms,MetricSpaceEmbedding,5
hog,ERROR,exynos,"[1, 6, 5, 1, 5, 2, 4, 4, 2, 6]",slx_default,center,classic,70.0,1284ms,SimpleVector,2
hog,ERROR,exynos,"[5, 0, 3, 1, 5, 6, 1, 6, 7, 4]",slx_default,rand,classic,100.0,1284ms,SimpleVector,2
hog,ERROR,exynos,"[2, 5, 5, 3, 3, 3, 0, 5, 2, 4]",slx_default,rand,classic,10.0,1284ms,SimpleVector,2
hog,ERROR,exynos,"[6, 2, 0, 7, 5, 1, 5, 4, 0, 1]",slx_default,rand,classic,50.0,1284ms,SimpleVector,2
hog,ERROR,exynos,"[7, 6, 7, 4, 7, 3, 7, 6, 6, 6]",slx_default,rand,classic,100.0,1284ms,SimpleVector,2
hog,ERROR,exynos,"[1, 2, 6, 6, 6, 3, 1, 0, 6, 0]",slx_default,rand,classic,100.0,1284ms,SimpleVector,2
hog,ERROR,exynos,"[2, 1, 3, 6, 3, 6, 6, 5, 7, 1]",slx_default,rand,classic,80.0,1284ms,SimpleVector,2
hog,ERROR,exynos,"[4, 7, 2, 4, 3, 2, 7, 5, 2, 7]",slx_default,rand,classic,70.0,1284ms,SimpleVector,2
hog,ERROR,exynos,"[6, 0, 2, 1, 3, 4, 6, 7, 4, 2]",slx_default,rand,classic,90.0,1284ms,SimpleVector,2
hog,ERROR,exynos,"[3, 7, 4, 1, 3, 5, 5, 6, 4, 1]",slx_default,rand,classic,100.0,1284ms,SimpleVector,2
hog,ERROR,exynos,"[7, 3, 6, 1, 2, 4, 2, 6, 1, 7]",slx_default,rand,classic,100.0,1284ms,SimpleVector,2
hog,ERROR,exynos,"[6, 2, 6, 2, 6, 5, 4, 6, 5, 2]",slx_default,center,classic,0.0,1070ms,SimpleVector,1
hog,ERROR,exynos,"[2, 2, 6, 6, 5, 7, 1, 3, 0, 2]",slx_default,rand,classic,100.0,1070ms,SimpleVector,1
hog,ERROR,exynos,"[0, 6, 4, 6, 1, 3, 6, 7, 5, 0]",slx_default,rand,classic,100.0,1070ms,SimpleVector,1
hog,ERROR,exynos,"[4, 1, 4, 6, 7, 7, 2, 6, 5, 3]",slx_default,rand,classic,60.0,1070ms,SimpleVector,1
hog,ERROR,exynos,"[1, 5, 4, 4, 7, 4, 6, 1, 2, 1]",slx_default,rand,classic,100.0,1070ms,SimpleVector,1
hog,ERROR,exynos,"[2, 4, 3, 0, 5, 4, 2, 2, 7, 6]",slx_default,rand,classic,70.0,1070ms,SimpleVector,1
hog,ERROR,exynos,"[3, 1, 0, 2, 1, 3, 2, 7, 4, 6]",slx_default,rand,classic,0.0,1070ms,SimpleVector,1
hog,ERROR,exynos,"[3, 1, 0, 1, 1, 1, 6, 7, 3, 3]",slx_default,rand,classic,40.0,1070ms,SimpleVector,1
hog,ERROR,exynos,"[1, 7, 1, 1, 3, 6, 3, 6, 4, 3]",slx_default,rand,classic,0.0,1070ms,SimpleVector,1
hog,ERROR,exynos,"[6, 5, 0, 7, 7, 1, 1, 6, 5, 0]",slx_default,rand,classic,40.0,1070ms,SimpleVector,1
hog,ERROR,exynos,"[7, 2, 0, 6, 5, 0, 2, 5, 7, 1]",slx_default,rand,classic,20.0,1070ms,SimpleVector,1
hog,ERROR,exynos,"[5, 5, 5, 0, 4, 5, 0, 4, 2, 6]",slx_default,center,representation,50.0,884ms,MetricSpaceEmbedding,7
hog,ERROR,exynos,"[3, 7, 2, 2, 6, 3, 4, 1, 4, 2]",slx_default,rand,representation,30.0,884ms,MetricSpaceEmbedding,7
hog,ERROR,exynos,"[0, 3, 1, 0, 4, 4, 1, 2, 3, 0]",slx_default,rand,representation,0.0,884ms,MetricSpaceEmbedding,7
hog,ERROR,exynos,"[1, 5, 6, 0, 0, 3, 1, 2, 5, 1]",slx_default,rand,representation,30.0,884ms,MetricSpaceEmbedding,7
hog,ERROR,exynos,"[7, 5, 3, 6, 1, 5, 7, 4, 4, 0]",slx_default,rand,representation,60.0,884ms,MetricSpaceEmbedding,7
hog,ERROR,exynos,"[2, 4, 3, 7, 7, 5, 5, 4, 5, 5]",slx_default,rand,representation,90.0,884ms,MetricSpaceEmbedding,7
hog,ERROR,exynos,"[5, 6, 3, 5, 5, 0, 5, 6, 1, 0]",slx_default,rand,representation,30.0,884ms,MetricSpaceEmbedding,7
hog,ERROR,exynos,"[0, 6, 2, 5, 5, 2, 7, 1, 0, 6]",slx_default,rand,representation,40.0,884ms,MetricSpaceEmbedding,7
hog,ERROR,exynos,"[4, 5, 0, 1, 4, 3, 2, 2, 1, 7]",slx_default,rand,representation,0.0,884ms,MetricSpaceEmbedding,7
hog,ERROR,exynos,"[7, 5, 4, 7, 2, 4, 5, 3, 0, 7]",slx_default,rand,representation,20.0,884ms,MetricSpaceEmbedding,7
hog,ERROR,exynos,"[5, 1, 3, 3, 3, 2, 2, 5, 6, 3]",slx_default,rand,representation,0.0,884ms,MetricSpaceEmbedding,7
hog,ERROR,exynos,"[5, 6, 3, 1, 1, 5, 5, 7, 5, 4]",slx_default,center,classic,100.0,1070ms,MetricSpaceEmbedding,2
hog,ERROR,exynos,"[7, 3, 7, 2, 4, 0, 4, 7, 5, 4]",slx_default,rand,classic,40.0,1070ms,MetricSpaceEmbedding,2
hog,ERROR,exynos,"[6, 4, 7, 4, 1, 1, 7, 6, 5, 2]",slx_default,rand,classic,100.0,1070ms,MetricSpaceEmbedding,2
hog,ERROR,exynos,"[5, 2, 1, 3, 4, 1, 0, 7, 0, 6]",slx_default,rand,classic,100.0,1070ms,MetricSpaceEmbedding,2
hog,ERROR,exynos,"[7, 0, 1, 4, 7, 1, 3, 4, 7, 3]",slx_default,rand,classic,100.0,1070ms,MetricSpaceEmbedding,2
hog,ERROR,exynos,"[7, 0, 0, 3, 6, 3, 3, 4, 3, 3]",slx_default,rand,classic,0.0,1070ms,MetricSpaceEmbedding,2
hog,ERROR,exynos,"[1, 6, 3, 3, 0, 1, 6, 0, 0, 7]",slx_default,rand,classic,30.0,1070ms,MetricSpaceEmbedding,2
hog,ERROR,exynos,"[7, 7, 1, 0, 5, 7, 2, 3, 4, 3]",slx_default,rand,classic,70.0,1070ms,MetricSpaceEmbedding,2
hog,ERROR,exynos,"[2, 2, 6, 3, 1, 7, 5, 3, 2, 1]",slx_default,rand,classic,0.0,1070ms,MetricSpaceEmbedding,2
hog,ERROR,exynos,"[3, 6, 0, 0, 3, 6, 5, 7, 2, 7]",slx_default,rand,classic,0.0,1070ms,MetricSpaceEmbedding,2
hog,ERROR,exynos,"[2, 2, 1, 2, 2, 7, 1, 4, 1, 6]",slx_default,rand,classic,0.0,1070ms,MetricSpaceEmbedding,2
hog,ERROR,exynos,"[5, 7, 5, 6, 4, 2, 6, 0, 4, 4]",slx_default,center,representation,100.0,1284ms,MetricSpaceEmbedding,1
hog,ERROR,exynos,"[2, 5, 7, 6, 2, 5, 3, 7, 1, 6]",slx_default,rand,representation,100.0,1284ms,MetricSpaceEmbedding,1
hog,ERROR,exynos,"[3, 0, 4, 5, 4, 2, 5, 2, 5, 2]",slx_default,rand,representation,90.0,1284ms,MetricSpaceEmbedding,1
hog,ERROR,exynos,"[6, 6, 6, 3, 7, 0, 2, 7, 2, 3]",slx_default,rand,representation,90.0,1284ms,MetricSpaceEmbedding,1
hog,ERROR,exynos,"[0, 2, 5, 1, 3, 3, 6, 3, 2, 3]",slx_default,rand,representation,10.0,1284ms,MetricSpaceEmbedding,1
hog,ERROR,exynos,"[7, 6, 5, 7, 0, 0, 4, 2, 4, 5]",slx_default,rand,representation,90.0,1284ms,MetricSpaceEmbedding,1
hog,ERROR,exynos,"[7, 7, 4, 5, 5, 1, 3, 1, 7, 6]",slx_default,rand,representation,90.0,1284ms,MetricSpaceEmbedding,1
hog,ERROR,exynos,"[1, 6, 6, 3, 3, 7, 2, 3, 7, 1]",slx_default,rand,representation,80.0,1284ms,MetricSpaceEmbedding,1
hog,ERROR,exynos,"[2, 7, 4, 3, 7, 4, 7, 3, 3, 2]",slx_default,rand,representation,100.0,1284ms,MetricSpaceEmbedding,1
hog,ERROR,exynos,"[4, 7, 6, 5, 2, 6, 1, 5, 0, 7]",slx_default,rand,representation,100.0,1284ms,MetricSpaceEmbedding,1
hog,ERROR,exynos,"[4, 4, 1, 4, 2, 4, 7, 7, 3, 1]",slx_default,rand,representation,100.0,1284ms,MetricSpaceEmbedding,1
hog,ERROR,exynos,"[3, 6, 6, 3, 6, 5, 1, 2, 1, 2]",slx_default,center,representation,90.0,1284ms,SimpleVector,5
hog,ERROR,exynos,"[0, 1, 4, 3, 4, 1, 6, 4, 7, 1]",slx_default,rand,representation,70.0,1284ms,SimpleVector,5
hog,ERROR,exynos,"[1, 1, 2, 5, 1, 5, 5, 3, 5, 3]",slx_default,rand,representation,80.0,1284ms,SimpleVector,5
hog,ERROR,exynos,"[6, 2, 1, 4, 1, 0, 3, 2, 7, 3]",slx_default,rand,representation,20.0,1284ms,SimpleVector,5
hog,ERROR,exynos,"[4, 7, 3, 0, 6, 2, 3, 1, 1, 0]",slx_default,rand,representation,40.0,1284ms,SimpleVector,5
hog,ERROR,exynos,"[2, 6, 3, 4, 3, 3, 6, 2, 6, 3]",slx_default,rand,representation,80.0,1284ms,SimpleVector,5
hog,ERROR,exynos,"[5, 6, 2, 0, 4, 0, 6, 4, 0, 6]",slx_default,rand,representation,100.0,1284ms,SimpleVector,5
hog,ERROR,exynos,"[5, 0, 0, 7, 1, 6, 2, 7, 6, 0]",slx_default,rand,representation,50.0,1284ms,SimpleVector,5
hog,ERROR,exynos,"[5, 4, 3, 2, 5, 2, 1, 2, 6, 2]",slx_default,rand,representation,80.0,1284ms,SimpleVector,5
hog,ERROR,exynos,"[2, 3, 4, 2, 2, 6, 6, 4, 1, 5]",slx_default,rand,representation,70.0,1284ms,SimpleVector,5
hog,ERROR,exynos,"[5, 4, 0, 6, 0, 6, 6, 5, 3, 7]",slx_default,rand,representation,100.0,1284ms,SimpleVector,5
hog,ERROR,exynos,"[2, 4, 2, 1, 4, 5, 6, 6, 2, 3]",slx_default,center,representation,100.0,1284ms,SimpleVector,3
hog,ERROR,exynos,"[5, 7, 0, 5, 6, 1, 0, 7, 5, 4]",slx_default,rand,representation,90.0,1284ms,SimpleVector,3
hog,ERROR,exynos,"[2, 2, 6, 6, 7, 5, 0, 5, 0, 7]",slx_default,rand,representation,90.0,1284ms,SimpleVector,3
hog,ERROR,exynos,"[1, 7, 4, 7, 2, 1, 3, 0, 5, 6]",slx_default,rand,representation,50.0,1284ms,SimpleVector,3
hog,ERROR,exynos,"[2, 7, 4, 2, 2, 2, 0, 0, 4, 1]",slx_default,rand,representation,80.0,1284ms,SimpleVector,3
hog,ERROR,exynos,"[0, 5, 3, 0, 2, 1, 7, 0, 7, 0]",slx_default,rand,representation,70.0,1284ms,SimpleVector,3
hog,ERROR,exynos,"[1, 7, 0, 1, 1, 6, 7, 7, 7, 5]",slx_default,rand,representation,100.0,1284ms,SimpleVector,3
hog,ERROR,exynos,"[6, 7, 5, 6, 3, 5, 4, 0, 0, 4]",slx_default,rand,representation,100.0,1284ms,SimpleVector,3
hog,ERROR,exynos,"[7, 5, 5, 0, 3, 6, 5, 6, 2, 1]",slx_default,rand,representation,90.0,1284ms,SimpleVector,3
hog,ERROR,exynos,"[4, 4, 1, 4, 6, 0, 7, 5, 6, 7]",slx_default,rand,representation,100.0,1284ms,SimpleVector,3
hog,ERROR,exynos,"[4, 1, 5, 3, 6, 6, 7, 4, 1, 3]",slx_default,rand,representation,90.0,1284ms,SimpleVector,3
hog,ERROR,exynos,"[5, 4, 2, 7, 6, 4, 7, 7, 5, 5]",slx_default,center,representation,80.0,1070ms,MetricSpaceEmbedding,5
hog,ERROR,exynos,"[1, 6, 3, 1, 1, 4, 7, 4, 5, 3]",slx_default,rand,representation,60.0,1070ms,MetricSpaceEmbedding,5
hog,ERROR,exynos,"[2, 6, 7, 3, 2, 0, 5, 2, 0, 5]",slx_default,rand,representation,50.0,1070ms,MetricSpaceEmbedding,5
hog,ERROR,exynos,"[7, 6, 2, 0, 2, 2, 6, 1, 4, 5]",slx_default,rand,representation,60.0,1070ms,MetricSpaceEmbedding,5
hog,ERROR,exynos,"[5, 7, 6, 3, 4, 5, 4, 1, 5, 4]",slx_default,rand,representation,80.0,1070ms,MetricSpaceEmbedding,5
hog,ERROR,exynos,"[6, 4, 0, 0, 1, 3, 3, 6, 6, 7]",slx_default,rand,representation,60.0,1070ms,MetricSpaceEmbedding,5
hog,ERROR,exynos,"[3, 4, 2, 2, 0, 2, 6, 5, 0, 4]",slx_default,rand,representation,30.0,1070ms,MetricSpaceEmbedding,5
hog,ERROR,exynos,"[4, 4, 3, 2, 4, 1, 5, 0, 4, 0]",slx_default,rand,representation,80.0,1070ms,MetricSpaceEmbedding,5
hog,ERROR,exynos,"[2, 4, 0, 0, 4, 0, 2, 0, 0, 1]",slx_default,rand,representation,20.0,1070ms,MetricSpaceEmbedding,5
hog,ERROR,exynos,"[2, 3, 5, 5, 6, 7, 2, 3, 3, 3]",slx_default,rand,representation,60.0,1070ms,MetricSpaceEmbedding,5
hog,ERROR,exynos,"[6, 5, 3, 6, 0, 7, 2, 4, 7, 5]",slx_default,rand,representation,90.0,1070ms,MetricSpaceEmbedding,5
hog,ERROR,exynos,"[2, 6, 5, 6, 1, 3, 3, 4, 1, 6]",slx_default,center,representation,100.0,1070ms,SimpleVector,10
hog,ERROR,exynos,"[1, 3, 4, 2, 1, 1, 2, 6, 7, 1]",slx_default,rand,representation,40.0,1070ms,SimpleVector,10
hog,ERROR,exynos,"[3, 2, 5, 6, 3, 2, 5, 2, 1, 6]",slx_default,rand,representation,60.0,1070ms,SimpleVector,10
hog,ERROR,exynos,"[6, 5, 2, 6, 7, 2, 4, 4, 1, 2]",slx_default,rand,representation,80.0,1070ms,SimpleVector,10
hog,ERROR,exynos,"[7, 5, 5, 2, 2, 7, 5, 5, 6, 2]",slx_default,rand,representation,80.0,1070ms,SimpleVector,10
hog,ERROR,exynos,"[2, 1, 4, 1, 2, 3, 6, 3, 2, 6]",slx_default,rand,representation,10.0,1070ms,SimpleVector,10
hog,ERROR,exynos,"[1, 6, 4, 0, 4, 2, 1, 5, 0, 7]",slx_default,rand,representation,70.0,1070ms,SimpleVector,10
hog,ERROR,exynos,"[4, 6, 2, 2, 4, 3, 1, 2, 2, 5]",slx_default,rand,representation,60.0,1070ms,SimpleVector,10
hog,ERROR,exynos,"[2, 5, 7, 0, 7, 6, 4, 1, 4, 7]",slx_default,rand,representation,100.0,1070ms,SimpleVector,10
hog,ERROR,exynos,"[5, 1, 4, 0, 2, 7, 0, 4, 7, 4]",slx_default,rand,representation,50.0,1070ms,SimpleVector,10
hog,ERROR,exynos,"[2, 1, 5, 6, 1, 0, 6, 5, 0, 4]",slx_default,rand,representation,20.0,1070ms,SimpleVector,10
hog,ERROR,exynos,"[7, 7, 6, 3, 5, 3, 4, 5, 5, 1]",slx_default,center,representation,60.0,1070ms,SimpleVector,9
hog,ERROR,exynos,"[7, 5, 2, 5, 5, 4, 6, 4, 7, 5]",slx_default,rand,representation,50.0,1070ms,SimpleVector,9
hog,ERROR,exynos,"[4, 1, 6, 0, 4, 6, 3, 1, 0, 5]",slx_default,rand,representation,30.0,1070ms,SimpleVector,9
hog,ERROR,exynos,"[5, 5, 4, 0, 3, 0, 6, 3, 3, 2]",slx_default,rand,representation,40.0,1070ms,SimpleVector,9
hog,ERROR,exynos,"[5, 2, 7, 5, 7, 7, 0, 2, 7, 0]",slx_default,rand,representation,90.0,1070ms,SimpleVector,9
hog,ERROR,exynos,"[4, 2, 4, 2, 0, 0, 6, 4, 1, 4]",slx_default,rand,representation,30.0,1070ms,SimpleVector,9
hog,ERROR,exynos,"[1, 0, 0, 1, 1, 0, 4, 3, 3, 5]",slx_default,rand,representation,0.0,1070ms,SimpleVector,9
hog,ERROR,exynos,"[6, 5, 3, 3, 7, 1, 2, 6, 7, 1]",slx_default,rand,representation,20.0,1070ms,SimpleVector,9
hog,ERROR,exynos,"[5, 1, 1, 0, 3, 3, 4, 6, 5, 1]",slx_default,rand,representation,0.0,1070ms,SimpleVector,9
hog,ERROR,exynos,"[6, 3, 0, 7, 0, 7, 0, 3, 6, 5]",slx_default,rand,representation,80.0,1070ms,SimpleVector,9
hog,ERROR,exynos,"[6, 6, 0, 3, 5, 5, 3, 3, 1, 4]",slx_default,rand,representation,20.0,1070ms,SimpleVector,9
hog,ERROR,exynos,"[7, 6, 5, 5, 5, 6, 7, 7, 1, 4]",slx_default,center,classic,100.0,1070ms,MetricSpaceEmbedding,9
hog,ERROR,exynos,"[3, 7, 2, 6, 1, 0, 2, 4, 4, 4]",slx_default,rand,classic,70.0,1070ms,MetricSpaceEmbedding,9
hog,ERROR,exynos,"[7, 4, 6, 2, 3, 3, 2, 1, 3, 5]",slx_default,rand,classic,0.0,1070ms,MetricSpaceEmbedding,9
hog,ERROR,exynos,"[1, 5, 0, 0, 2, 6, 7, 4, 1, 6]",slx_default,rand,classic,70.0,1070ms,MetricSpaceEmbedding,9
hog,ERROR,exynos,"[1, 2, 1, 4, 2, 4, 5, 2, 7, 1]",slx_default,rand,classic,10.0,1070ms,MetricSpaceEmbedding,9
hog,ERROR,exynos,"[6, 6, 0, 0, 2, 2, 5, 6, 2, 7]",slx_default,rand,classic,20.0,1070ms,MetricSpaceEmbedding,9
hog,ERROR,exynos,"[4, 7, 0, 4, 7, 6, 6, 7, 5, 4]",slx_default,rand,classic,40.0,1070ms,MetricSpaceEmbedding,9
hog,ERROR,exynos,"[6, 1, 5, 7, 5, 6, 5, 7, 5, 5]",slx_default,rand,classic,40.0,1070ms,MetricSpaceEmbedding,9
hog,ERROR,exynos,"[3, 7, 2, 6, 6, 5, 6, 6, 7, 0]",slx_default,rand,classic,80.0,1070ms,MetricSpaceEmbedding,9
hog,ERROR,exynos,"[4, 5, 6, 5, 1, 1, 3, 0, 6, 3]",slx_default,rand,classic,100.0,1070ms,MetricSpaceEmbedding,9
hog,ERROR,exynos,"[7, 1, 3, 2, 6, 4, 0, 1, 4, 4]",slx_default,rand,classic,50.0,1070ms,MetricSpaceEmbedding,9
hog,ERROR,exynos,"[7, 6, 4, 6, 5, 4, 5, 5, 7, 5]",slx_default,center,classic,100.0,1284ms,MetricSpaceEmbedding,3
hog,ERROR,exynos,"[0, 0, 3, 3, 7, 7, 7, 6, 3, 5]",slx_default,rand,classic,40.0,1284ms,MetricSpaceEmbedding,3
hog,ERROR,exynos,"[1, 6, 4, 0, 5, 1, 4, 4, 4, 4]",slx_default,rand,classic,100.0,1284ms,MetricSpaceEmbedding,3
hog,ERROR,exynos,"[7, 5, 2, 7, 0, 4, 1, 2, 3, 1]",slx_default,rand,classic,90.0,1284ms,MetricSpaceEmbedding,3
hog,ERROR,exynos,"[2, 7, 3, 7, 5, 4, 7, 4, 7, 1]",slx_default,rand,classic,60.0,1284ms,MetricSpaceEmbedding,3
hog,ERROR,exynos,"[5, 4, 6, 5, 6, 3, 5, 2, 1, 6]",slx_default,rand,classic,100.0,1284ms,MetricSpaceEmbedding,3
hog,ERROR,exynos,"[3, 2, 6, 1, 5, 4, 0, 6, 1, 5]",slx_default,rand,classic,100.0,1284ms,MetricSpaceEmbedding,3
hog,ERROR,exynos,"[6, 6, 2, 3, 0, 0, 4, 1, 7, 1]",slx_default,rand,classic,60.0,1284ms,MetricSpaceEmbedding,3
hog,ERROR,exynos,"[2, 4, 2, 1, 4, 0, 0, 1, 3, 5]",slx_default,rand,classic,100.0,1284ms,MetricSpaceEmbedding,3
hog,ERROR,exynos,"[5, 5, 4, 1, 5, 5, 2, 6, 5, 7]",slx_default,rand,classic,100.0,1284ms,MetricSpaceEmbedding,3
hog,ERROR,exynos,"[6, 5, 2, 3, 2, 6, 7, 2, 1, 7]",slx_default,rand,classic,80.0,1284ms,MetricSpaceEmbedding,3
hog,ERROR,exynos,"[1, 6, 2, 5, 6, 3, 5, 5, 7, 3]",slx_default,center,classic,70.0,884ms,SimpleVector,5
hog,ERROR,exynos,"[5, 0, 0, 7, 1, 6, 2, 7, 6, 0]",slx_default,rand,classic,30.0,884ms,SimpleVector,5
hog,ERROR,exynos,"[5, 4, 0, 6, 0, 6, 6, 5, 3, 7]",slx_default,rand,classic,50.0,884ms,SimpleVector,5
hog,ERROR,exynos,"[2, 3, 4, 2, 2, 6, 6, 4, 1, 5]",slx_default,rand,classic,0.0,884ms,SimpleVector,5
hog,ERROR,exynos,"[5, 6, 2, 0, 4, 0, 6, 4, 0, 6]",slx_default,rand,classic,60.0,884ms,SimpleVector,5
hog,ERROR,exynos,"[4, 7, 3, 0, 6, 2, 3, 1, 1, 0]",slx_default,rand,classic,10.0,884ms,SimpleVector,5
hog,ERROR,exynos,"[0, 1, 4, 3, 4, 1, 6, 4, 7, 1]",slx_default,rand,classic,70.0,884ms,SimpleVector,5
hog,ERROR,exynos,"[2, 6, 3, 4, 3, 3, 6, 2, 6, 3]",slx_default,rand,classic,20.0,884ms,SimpleVector,5
